order_id,shipping_limit_date,seller_id,freight_value
order_0116,2018-01-29 09:30:00,seller_011,34.75
order_0117,2018-01-30 14:30:00,seller_012,38.00
order_0118,2018-01-31 19:30:00,seller_013,12.00
order_0119,2018-02-02 00:30:00,seller_014,15.25
order_0120,2018-02-03 05:30:00,seller_015,18.50
order_0121,2018-01-30 10:30:00,seller_016,21.75
order_0122,2018-01-31 15:30:00,seller_017,25.00
order_0123,2018-02-01 20:30:00,seller_018,28.25
order_0124,2018-02-03 01:30:00,seller_019,31.50
order_0125,2018-02-04 06:30:00,seller_020,34.75
order_0126,2018-01-31 11:30:00,seller_021,38.00
order_0127,2018-02-01 16:30:00,seller_022,12.00
order_0128,2018-02-02 21:30:00,seller_023,15.25
order_0129,2018-02-04 02:30:00,seller_024,18.50
order_0130,2018-02-05 07:30:00,seller_025,21.75
order_0131,2018-02-01 12:30:00,seller_026,25.00
order_0132,2018-02-02 17:30:00,seller_027,28.25
order_0133,2018-02-03 22:30:00,seller_028,31.50
order_0134,2018-02-05 03:30:00,seller_029,34.75
order_0135,2018-02-06 08:30:00,seller_030,38.00
order_0136,2018-02-02 13:30:00,seller_031,12.00
order_0137,2018-02-03 18:30:00,seller_032,15.25
order_0138,2018-02-04 23:30:00,seller_033,18.50
order_0139,2018-02-06 04:30:00,seller_034,21.75
order_0140,2018-02-07 09:30:00,seller_035,25.00
order_0141,2018-02-03 14:30:00,seller_001,28.25
order_0142,2018-02-04 19:30:00,seller_002,31.50
order_0143,2018-02-06 00:30:00,seller_003,34.75
order_0144,2018-02-07 05:30:00,seller_004,38.00
order_0145,2018-02-08 10:30:00,seller_005,12.00
order_0146,2018-02-04 15:30:00,seller_006,15.25
order_0147,2018-02-05 20:30:00,seller_007,18.50
order_0148,2018-02-07 01:30:00,seller_008,21.75
order_0149,2018-02-08 06:30:00,seller_009,25.00
order_0150,2018-02-09 11:30:00,seller_010,28.25
order_0151,2018-02-05 16:30:00,seller_011,31.50
order_0152,2018-02-06 21:30:00,seller_012,34.75
order_0153,2018-02-08 02:30:00,seller_013,38.00
order_0154,2018-02-09 07:30:00,seller_014,12.00
order_0155,2018-02-10 12:30:00,seller_015,15.25
order_0156,2018-02-06 17:30:00,seller_016,18.50
order_0157,2018-02-07 22:30:00,seller_017,21.75
order_0158,2018-02-09 03:30:00,seller_018,25.00
order_0159,2018-02-10 08:30:00,seller_019,28.25
order_0160,2018-02-11 13:30:00,seller_020,31.50
order_0161,2018-02-07 18:30:00,seller_021,34.75
order_0162,2018-02-08 23:30:00,seller_022,38.00
order_0163,2018-02-10 04:30:00,seller_023,12.00
order_0164,2018-02-11 09:30:00,seller_024,15.25
order_0165,2018-02-12 14:30:00,seller_025,18.50
order_0166,2018-02-08 19:30:00,seller_026,21.75
order_0167,2018-02-10 00:30:00,seller_027,25.00
order_0168,2018-02-11 05:30:00,seller_028,28.25
order_0169,2018-02-12 10:30:00,seller_029,31.50
order_0170,2018-02-13 15:30:00,seller_030,34.75
order_0171,2018-02-09 20:30:00,seller_031,38.00
order_0172,2018-02-11 01:30:00,seller_032,12.00
order_0173,2018-02-12 06:30:00,seller_033,15.25
order_0174,2018-02-13 11:30:00,seller_034,18.50
order_0175,2018-02-14 16:30:00,seller_035,21.75
order_0176,2018-02-10 21:30:00,seller_001,25.00
order_0177,2018-02-12 02:30:00,seller_002,28.25
order_0178,2018-02-13 07:30:00,seller_003,31.50
order_0179,2018-02-14 12:30:00,seller_004,34.75
order_0180,2018-02-15 17:30:00,seller_005,38.00
order_0181,2018-02-11 22:30:00,seller_006,12.00
order_0182,2018-02-13 03:30:00,seller_007,15.25
order_0183,2018-02-14 08:30:00,seller_008,18.50
order_0184,2018-02-15 13:30:00,seller_009,21.75
order_0185,2018-02-16 18:30:00,seller_010,25.00
order_0186,2018-02-12 23:30:00,seller_011,28.25
order_0187,2018-02-14 04:30:00,seller_012,31.50
order_0188,2018-02-15 09:30:00,seller_013,34.75
order_0189,2018-02-16 14:30:00,seller_014,38.00
order_0190,2018-02-17 19:30:00,seller_015,12.00
order_0191,2018-02-14 00:30:00,seller_016,15.25
order_0192,2018-02-15 05:30:00,seller_017,18.50
order_0193,2018-02-16 10:30:00,seller_018,21.75
order_0194,2018-02-17 15:30:00,seller_019,25.00
order_0195,2018-02-18 20:30:00,seller_020,28.25
order_0196,2018-02-15 01:30:00,seller_021,31.50
order_0197,2018-02-16 06:30:00,seller_022,34.75
order_0198,2018-02-17 11:30:00,seller_023,38.00
order_0199,2018-02-18 16:30:00,seller_024,12.00
order_0200,2018-02-19 21:30:00,seller_025,15.25
